Quantity,UnitPrice,Discount,ShippingCost,SalesChannel,PaymentMethod,Cluster
49,74.27,0.49,16.63,Online,paypall,5
47,90.09,0.29,20.15,In-store,paypall,0
46,5.780000000000001,0.45,16.24,In-store,paypall,0
33,34.13,0.36,12.34,In-store,Bank Transfer,3
7,26.78,0.19,17.84,Online,Bank Transfer,4
23,88.75,0.2,9.56,Online,Bank Transfer,4
31,93.64,0.45,28.14,Online,Bank Transfer,4
44,43.6,0.34,29.25,In-store,Credit Card,2
18,47.33,0.04000000000000001,29.71,Online,Credit Card,1
8,44.96,0.14,18.06,Online,Bank Transfer,4
30,47.11,0.27,13.09,Online,Credit Card,1
13,83.03,0.06,10.78,Online,Credit Card,1
38,81.69,0.16,23.51,In-store,Bank Transfer,3
30,14.910000000000004,0.16,24.05,In-store,Credit Card,2
20,71.27,0.45,22.33,Online,Credit Card,1
10,64.1,0.3,19.8,In-store,Bank Transfer,3
45,76.42,0.14,5.300000000000001,In-store,Bank Transfer,3
28,55.06,0.34,27.97,Online,Bank Transfer,4
19,98.64,0.27,28.24,In-store,Credit Card,2
2,64.79,0.03,21.61,Online,Bank Transfer,4
45,39.45,0.17,25.91,In-store,Bank Transfer,3
27,75.87,0.47,7.41,Online,paypall,5
45,2.4200000000000017,0.36,25.9,Online,Credit Card,1
45,33.3,0.39,23.87,Online,paypall,5
13,48.68,0.4,11.48,In-store,paypall,0
12,45.56,0.08000000000000002,23.46,Online,paypall,5
32,17.42,0.23,9.39,Online,paypall,5
17,24.89,0.47,9.05,In-store,Bank Transfer,3
40,94.64,0.33,9.98,Online,paypall,5
21,16.369999999999997,0.14,14.32,Online,Credit Card,1
33,39.0,0.4,26.84,In-store,Credit Card,2
24,19.450000000000003,0.49,7.92,Online,Bank Transfer,4
16,76.47,0.03,21.1,Online,Bank Transfer,4
3,24.55,0.48,10.170000000000002,In-store,Credit Card,2
23,9.11,0.24,27.4,In-store,Credit Card,2
18,87.23,0.04999999999999999,13.59,Online,paypall,5
10,73.81,0.17,26.44,In-store,Bank Transfer,3
32,78.38,0.04000000000000001,10.13,Online,Bank Transfer,4
44,77.85,0.32,11.22,In-store,Credit Card,2
13,50.96,0.44,7.120000000000001,Online,Credit Card,1
19,69.98,0.47,6.01,Online,Credit Card,1
32,66.77,0.42,27.18,In-store,paypall,0
39,96.88,0.49,27.88,Online,Credit Card,1
13,2.5799999999999983,0.46,6.800000000000001,Online,Credit Card,1
47,61.01,0.39,5.85,In-store,Credit Card,2
8,7.32,0.28,23.53,In-store,Bank Transfer,3
12,85.34,0.41,5.960000000000001,In-store,Bank Transfer,3
6,22.62,0.10999999999999999,11.84,In-store,Credit Card,2
20,29.85,0.32,8.57,Online,Credit Card,1
42,17.729999999999997,0.16,17.01,Online,paypall,5
20,58.79,0.26,8.91,Online,paypall,5
44,85.07,0.49,20.37,In-store,Bank Transfer,3
8,35.64,0.03,11.76,Online,Bank Transfer,4
8,4.850000000000001,0.07,23.13,In-store,paypall,0
4,35.56,0.39,12.54,In-store,paypall,0
21,88.72,0.23,6.17,In-store,paypall,0
8,62.83,0.16,27.02,Online,Credit Card,1
35,53.05,0.45,11.46,In-store,Credit Card,2
21,15.339999999999996,0.01999999999999999,6.15,Online,Credit Card,1
42,56.68,0.46,18.36,Online,paypall,5
26,33.84,0.34,24.78,Online,Bank Transfer,4
6,84.72,0.22,14.91,Online,Credit Card,1
5,45.92,0.08000000000000002,6.949999999999999,Online,paypall,5
26,47.42,0.16,17.83,Online,Bank Transfer,4
27,85.65,0.39,14.34,In-store,Credit Card,2
18,58.93,0.16,5.01,In-store,paypall,0
37,9.030000000000001,0.37,10.7,In-store,Bank Transfer,3
21,15.259999999999998,0.04000000000000001,28.15,Online,Bank Transfer,4
16,83.99,0.17,5.690000000000001,In-store,paypall,0
33,71.16,0.25,27.98,In-store,Credit Card,2
40,60.62,0.38,22.18,Online,Credit Card,1
2,93.13,0.17,14.53,In-store,Credit Card,2
28,77.63,0.12,13.38,Online,paypall,5
4,86.95,0.32,29.83,In-store,paypall,0
43,59.2,0.1,19.23,Online,paypall,5
20,75.47,0.42,12.66,In-store,Bank Transfer,3
22,5.740000000000002,0.35,21.63,Online,Bank Transfer,4
19,69.63,0.25,24.74,In-store,Bank Transfer,3
30,87.13,0.33,21.18,In-store,Bank Transfer,3
47,93.36,0.25,5.289999999999999,In-store,paypall,0
35,14.550000000000004,0.25,12.86,Online,paypall,5
45,99.88,0.07,8.51,In-store,Bank Transfer,3
5,63.96,0.22,27.04,Online,Credit Card,1
4,27.87,0.04999999999999999,11.71,Online,Bank Transfer,4
15,29.21,0.010000000000000009,12.15,In-store,Credit Card,2
24,72.5,0.29,26.31,In-store,paypall,0
33,29.63,0.13,28.81,In-store,Bank Transfer,3
10,42.27,0.08000000000000002,20.39,Online,Credit Card,1
35,86.02,0.26,10.64,Online,Credit Card,1
37,31.69,0.16,12.58,Online,Credit Card,1
32,92.51,0.46,24.57,Online,Bank Transfer,4
13,17.35,0.38,13.11,Online,paypall,5
17,25.41,0.04999999999999999,28.31,In-store,Bank Transfer,3
5,38.41,0.39,14.67,In-store,Credit Card,2
49,90.35,0.18,8.42,Online,Credit Card,1
45,56.96,0.5,12.41,Online,Credit Card,1
8,5.490000000000002,0.25,6.08,Online,Bank Transfer,4
47,67.94,0.0,19.5,In-store,Bank Transfer,3
26,20.719999999999995,0.47,22.35,Online,Credit Card,1
12,14.0,0.24,15.29,Online,Credit Card,1
38,36.84,0.28,13.97,In-store,Bank Transfer,3
39,81.93,0.03,29.06,In-store,paypall,0
25,99.05,0.24,14.34,Online,Bank Transfer,4
45,95.07,0.19,21.34,In-store,paypall,0
49,11.14,0.45,25.08,In-store,Bank Transfer,3
35,48.57,0.44,13.88,Online,Credit Card,1
13,14.21,0.39,23.34,In-store,Credit Card,2
45,19.41,0.22,14.84,Online,Bank Transfer,4
38,54.12,0.46,21.1,Online,paypall,5
30,24.99,0.34,21.83,In-store,Credit Card,2
13,25.63,0.34,28.31,In-store,paypall,0
15,61.58,0.36,21.17,In-store,paypall,0
19,17.18,0.28,23.07,Online,Credit Card,1
38,39.75,0.23,14.04,Online,Credit Card,1
38,23.4,0.09,13.0,In-store,Credit Card,2
42,40.63,0.39,19.96,In-store,paypall,0
32,28.7,0.16,25.28,Online,paypall,5
35,64.03,0.5,11.55,In-store,paypall,0
20,25.25,0.26,14.16,In-store,Credit Card,2
20,23.94,0.010000000000000009,28.39,Online,Bank Transfer,4
49,11.060000000000002,0.2,9.39,In-store,Credit Card,2
13,12.93,0.24,12.05,In-store,Bank Transfer,3
26,82.39,0.25,25.74,In-store,Bank Transfer,3
48,74.5,0.48,7.199999999999999,Online,paypall,5
17,13.979999999999997,0.34,6.460000000000001,Online,paypall,5
4,46.0,0.32,29.79,In-store,paypall,0
8,33.28,0.37,16.02,In-store,paypall,0
8,49.16,0.06,5.289999999999999,In-store,Bank Transfer,3
22,20.080000000000002,0.46,17.83,Online,Credit Card,1
44,21.93,0.28,13.08,In-store,Bank Transfer,3
12,52.86,0.37,23.58,In-store,paypall,0
19,72.78,0.010000000000000009,8.31,In-store,paypall,0
4,95.27,0.24,28.35,Online,paypall,5
2,32.22,0.29,7.629999999999999,Online,Credit Card,1
7,40.81,0.16,21.37,Online,Bank Transfer,4
3,81.27,0.09,18.39,Online,paypall,5
8,44.52,0.07,13.22,Online,Bank Transfer,4
8,87.07,0.39,21.05,Online,Bank Transfer,4
21,43.6,0.45,15.42,In-store,paypall,0
21,19.21,0.26,10.09,In-store,Bank Transfer,3
32,16.64,0.34,20.38,Online,paypall,5
1,79.05,0.24,24.01,Online,paypall,5
22,54.53,0.14,29.16,In-store,paypall,0
43,59.84,0.14,21.29,In-store,paypall,0
2,59.17,0.13,18.68,Online,Credit Card,1
8,54.37,0.31,22.23,Online,Bank Transfer,4
39,3.8599999999999994,0.19,25.34,In-store,Credit Card,2
15,39.32,0.14,22.6,Online,paypall,5
16,56.63,0.15,8.34,In-store,Credit Card,2
44,91.01,0.4,12.23,In-store,Bank Transfer,3
10,27.57,0.2,10.71,Online,Bank Transfer,4
8,14.740000000000002,0.07,7.719999999999999,In-store,Credit Card,2
16,54.83,0.42,9.76,In-store,paypall,0
12,31.6,0.38,25.58,Online,Credit Card,1
42,69.0,0.49,25.91,Online,Credit Card,1
21,58.77,0.34,11.26,In-store,Bank Transfer,3
30,60.31,0.25,10.5,In-store,Bank Transfer,3
45,57.62,0.12,16.59,In-store,Bank Transfer,3
27,97.3,0.41,6.4,Online,Bank Transfer,4
13,62.19,0.06,21.71,In-store,Credit Card,2
28,53.08,0.13,18.91,In-store,Bank Transfer,3
45,3.479999999999997,0.16,26.04,Online,Bank Transfer,4
23,13.009999999999998,0.10999999999999999,15.1,In-store,paypall,0
27,86.21,0.33,16.44,Online,Credit Card,1
22,95.65,0.29,17.16,In-store,Credit Card,2
13,4.700000000000003,0.41,14.89,In-store,Credit Card,2
41,11.740000000000002,0.5,26.52,Online,Bank Transfer,4
24,22.11,0.33,28.01,In-store,Credit Card,2
17,7.18,0.22,7.870000000000001,Online,Credit Card,1
42,86.42,0.37,27.55,In-store,Bank Transfer,3
15,77.78,0.4,28.17,Online,Credit Card,1
40,62.82,0.26,17.74,In-store,paypall,0
46,9.660000000000004,0.46,27.85,In-store,Bank Transfer,3
16,63.5,0.24,11.07,In-store,paypall,0
7,20.990000000000002,0.39,5.73,In-store,Bank Transfer,3
49,78.93,0.45,12.74,Online,paypall,5
14,67.15,0.31,7.699999999999999,In-store,paypall,0
35,72.32,0.45,5.800000000000001,In-store,Bank Transfer,3
23,44.59,0.28,8.06,In-store,Bank Transfer,3
10,38.75,0.47,6.93,In-store,Bank Transfer,3
1,28.99,0.31,21.02,In-store,paypall,0
11,94.78,0.29,9.52,In-store,Bank Transfer,3
41,11.949999999999996,0.12,20.38,Online,Credit Card,1
37,79.51,0.38,16.54,Online,Bank Transfer,4
19,60.85,0.46,10.080000000000002,Online,Credit Card,1
43,91.48,0.42,19.41,Online,Bank Transfer,4
38,75.44,0.35,21.55,In-store,Credit Card,2
23,51.72,0.31,17.29,In-store,paypall,0
24,82.61,0.4,7.68,Online,Credit Card,1
44,91.26,0.04000000000000001,20.59,In-store,Bank Transfer,3
13,62.48,0.24,22.62,In-store,Credit Card,2
49,23.59,0.26,14.24,In-store,Bank Transfer,3
32,72.07,0.03,12.54,Online,Credit Card,1
1,9.04,0.15,16.12,Online,Bank Transfer,4
22,52.54,0.09,20.84,Online,Bank Transfer,4
38,9.61,0.33,28.94,In-store,Credit Card,2
49,4.649999999999999,0.4,14.59,Online,Credit Card,1
32,28.18,0.33,6.719999999999999,In-store,Credit Card,2
42,80.82,0.46,6.84,Online,Bank Transfer,4
39,68.62,0.36,24.54,Online,Credit Card,1
48,8.910000000000004,0.35,9.36,Online,paypall,5
39,37.37,0.12,19.88,In-store,paypall,0
13,76.42,0.45,9.62,Online,Credit Card,1
36,34.73,0.15,20.74,In-store,paypall,0
47,94.89,0.4,17.32,In-store,paypall,0
21,98.78,0.18,10.44,Online,Bank Transfer,4
16,3.299999999999997,0.32,13.18,In-store,Credit Card,2
8,45.99,0.07,15.19,Online,Bank Transfer,4
4,52.79,0.49,25.96,In-store,Bank Transfer,3
25,92.79,0.46,8.83,Online,paypall,5
16,40.11,0.08000000000000002,18.93,Online,paypall,5
10,8.649999999999999,0.010000000000000009,26.98,In-store,paypall,0
10,36.67,0.04999999999999999,20.73,In-store,Bank Transfer,3
31,50.23,0.06,12.24,Online,Credit Card,1
25,20.269999999999996,0.38,9.01,In-store,Bank Transfer,3
8,40.41,0.25,9.28,Online,Credit Card,1
28,6.759999999999998,0.38,12.31,In-store,Bank Transfer,3
45,94.59,0.44,27.18,Online,Credit Card,1
14,61.86,0.38,20.71,Online,Credit Card,1
5,93.09,0.41,16.58,In-store,Credit Card,2
38,76.34,0.15,13.68,Online,Bank Transfer,4
10,50.16,0.33,11.28,In-store,Credit Card,2
38,29.28,0.48,7.809999999999999,In-store,Bank Transfer,3
28,59.2,0.01999999999999999,11.56,Online,Credit Card,1
10,47.42,0.01999999999999999,27.5,In-store,paypall,0
33,1.7700000000000031,0.23,5.76,In-store,Bank Transfer,3
48,64.05,0.3,29.16,Online,Credit Card,1
20,84.84,0.31,5.4,Online,Credit Card,1
31,89.53,0.15,28.18,Online,Bank Transfer,4
7,71.41,0.48,10.36,Online,paypall,5
27,46.33,0.28,9.06,Online,paypall,5
8,42.07,0.27,23.23,Online,Credit Card,1
14,44.61,0.19,18.55,Online,paypall,5
8,86.63,0.3,26.41,In-store,Credit Card,2
3,52.42,0.48,22.94,Online,Credit Card,1
4,8.329999999999998,0.4,21.43,Online,Bank Transfer,4
20,47.27,0.4,20.8,Online,Bank Transfer,4
13,80.72,0.24,9.27,In-store,paypall,0
6,25.61,0.06,21.27,Online,Credit Card,1
4,71.81,0.31,19.34,Online,paypall,5
21,24.57,0.37,15.11,Online,Credit Card,1
22,66.23,0.48,26.84,In-store,Credit Card,2
43,51.74,0.03,23.38,In-store,Bank Transfer,3
19,48.42,0.31,15.9,In-store,Bank Transfer,3
23,69.14,0.47,28.18,In-store,Bank Transfer,3
17,48.56,0.36,11.78,In-store,Bank Transfer,3
4,68.86,0.04000000000000001,8.5,In-store,Bank Transfer,3
32,94.46,0.19,12.65,Online,Bank Transfer,4
29,30.52,0.46,14.17,Online,Credit Card,1
31,3.710000000000001,0.09,20.91,Online,Credit Card,1
21,54.27,0.06,26.55,Online,paypall,5
10,28.82,0.21,19.85,Online,Credit Card,1
41,53.26,0.17,11.35,Online,Bank Transfer,4
37,62.64,0.49,7.690000000000001,In-store,Credit Card,2
46,57.69,0.39,9.61,In-store,Credit Card,2
10,64.59,0.43,26.94,In-store,Credit Card,2
36,39.38,0.14,22.23,In-store,Credit Card,2
28,52.24,0.23,15.38,In-store,Bank Transfer,3
20,47.53,0.46,10.82,Online,Credit Card,1
23,24.34,0.16,26.32,In-store,paypall,0
4,49.3,0.010000000000000009,7.51,In-store,paypall,0
49,87.01,0.4,12.15,In-store,paypall,0
26,33.2,0.39,10.95,Online,Credit Card,1
44,64.01,0.46,25.61,Online,paypall,5
43,12.18,0.33,26.8,Online,Bank Transfer,4
22,5.280000000000001,0.13,24.36,Online,Credit Card,1
46,98.29,0.06,22.29,In-store,Credit Card,2
28,30.36,0.2,25.66,Online,paypall,5
8,82.69,0.21,15.86,Online,Credit Card,1
21,90.9,0.46,18.59,In-store,Bank Transfer,3
5,38.2,0.48,17.45,Online,paypall,5
20,2.030000000000001,0.44,18.13,In-store,Credit Card,2
41,33.11,0.34,15.12,Online,Bank Transfer,4
18,86.26,0.41,19.51,Online,Bank Transfer,4
32,87.06,0.10999999999999999,18.65,Online,Bank Transfer,4
25,91.94,0.26,7.74,In-store,paypall,0
44,81.5,0.01999999999999999,10.38,Online,Credit Card,1
40,17.949999999999996,0.37,16.89,Online,paypall,5
4,47.7,0.44,11.93,In-store,Credit Card,2
13,44.07,0.08000000000000002,15.89,In-store,Credit Card,2
4,50.5,0.32,11.25,In-store,Credit Card,2
26,59.4,0.36,12.5,Online,Credit Card,1
1,38.03,0.42,14.73,In-store,paypall,0
14,68.36,0.22,7.640000000000001,Online,Credit Card,1
16,4.210000000000001,0.04000000000000001,11.9,In-store,paypall,0
34,72.93,0.04999999999999999,14.19,In-store,Credit Card,2
5,53.82,0.31,18.33,In-store,Bank Transfer,3
31,16.339999999999996,0.04000000000000001,8.51,In-store,paypall,0
42,59.0,0.29,22.38,Online,Bank Transfer,4
17,7.359999999999999,0.45,10.3,In-store,Credit Card,2
25,65.59,0.13,23.13,In-store,paypall,0
28,56.76,0.31,6.5,In-store,Credit Card,2
17,98.79,0.34,17.17,Online,Credit Card,1
40,17.18,0.49,12.85,Online,Bank Transfer,4
22,89.32,0.23,12.5,Online,Bank Transfer,4
20,43.24,0.35,14.22,Online,paypall,5
46,11.339999999999996,0.42,25.18,Online,paypall,5
41,76.9,0.06,24.12,In-store,Bank Transfer,3
17,97.67,0.28,27.27,In-store,Bank Transfer,3
4,63.21,0.18,29.58,Online,Credit Card,1
11,8.96,0.28,10.85,In-store,Bank Transfer,3
39,42.31,0.36,21.16,Online,paypall,5
14,7.0,0.26,8.17,Online,paypall,5
32,37.78,0.04999999999999999,5.550000000000001,Online,Credit Card,1
46,51.74,0.46,15.24,In-store,paypall,0
17,68.96,0.32,29.2,In-store,Credit Card,2
27,92.43,0.4,15.65,In-store,paypall,0
46,50.34,0.36,15.7,Online,Bank Transfer,4
22,47.37,0.21,26.19,In-store,Bank Transfer,3
40,13.100000000000001,0.06,14.51,In-store,Credit Card,2
2,61.94,0.29,28.04,Online,Bank Transfer,4
41,36.97,0.10999999999999999,12.85,In-store,paypall,0
14,93.49,0.44,11.92,Online,Credit Card,1
45,88.55,0.16,10.11,Online,paypall,5
38,42.07,0.29,21.44,Online,Credit Card,1
3,80.27,0.42,13.51,Online,Bank Transfer,4
36,52.58,0.36,13.7,Online,Bank Transfer,4
39,48.75,0.010000000000000009,19.19,Online,Credit Card,1
6,70.8,0.34,7.08,In-store,Credit Card,2
23,80.33,0.46,14.48,Online,Bank Transfer,4
21,63.92,0.14,19.24,Online,paypall,5
5,85.08,0.26,15.18,Online,Credit Card,1
11,18.64,0.01999999999999999,15.1,In-store,Bank Transfer,3
26,39.25,0.29,13.68,Online,Bank Transfer,4
39,36.2,0.14,21.94,In-store,Credit Card,2
45,79.99,0.13,25.56,In-store,Bank Transfer,3
37,39.46,0.14,8.43,Online,paypall,5
48,22.33,0.5,6.51,Online,paypall,5
15,92.88,0.28,17.66,In-store,Bank Transfer,3
40,30.53,0.0,21.78,Online,Credit Card,1
22,89.99,0.21,17.51,In-store,Bank Transfer,3
4,68.59,0.46,10.56,In-store,Bank Transfer,3
45,65.56,0.33,20.33,Online,paypall,5
25,30.94,0.24,13.16,In-store,Bank Transfer,3
34,78.65,0.09,13.62,In-store,Credit Card,2
5,14.060000000000002,0.34,27.65,In-store,Bank Transfer,3
3,92.81,0.33,26.12,Online,Bank Transfer,4
19,40.71,0.19,24.72,In-store,Bank Transfer,3
5,81.04,0.37,26.43,In-store,paypall,0
38,22.86,0.43,15.42,Online,Bank Transfer,4
19,8.369999999999997,0.19,8.78,In-store,Bank Transfer,3
8,84.51,0.45,10.45,Online,paypall,5
21,73.74,0.03,5.379999999999999,Online,paypall,5
8,9.39,0.3,19.78,Online,Bank Transfer,4
4,12.130000000000003,0.04000000000000001,16.11,Online,Credit Card,1
20,48.22,0.25,17.15,Online,Bank Transfer,4
36,43.7,0.2,8.14,In-store,Bank Transfer,3
6,42.63,0.17,21.99,Online,Bank Transfer,4
19,93.25,0.24,26.13,Online,Bank Transfer,4
6,44.6,0.29,5.17,In-store,Credit Card,2
24,28.82,0.010000000000000009,25.77,In-store,Bank Transfer,3
5,60.11,0.25,28.9,In-store,Bank Transfer,3
29,89.62,0.26,16.5,Online,paypall,5
4,76.16,0.08000000000000002,12.71,Online,paypall,5
26,99.05,0.010000000000000009,29.89,Online,paypall,5
46,35.89,0.46,12.02,Online,Bank Transfer,4
19,13.939999999999998,0.17,17.74,Online,Credit Card,1
46,94.8,0.31,22.54,In-store,Credit Card,2
18,84.2,0.15,17.43,Online,Bank Transfer,4
6,40.41,0.3,26.83,Online,Bank Transfer,4
46,32.41,0.12,20.39,Online,Bank Transfer,4
31,70.67,0.08000000000000002,24.65,Online,paypall,5
1,41.4,0.5,20.78,Online,paypall,5
6,26.22,0.08000000000000002,7.890000000000001,In-store,paypall,0
37,2.6799999999999997,0.47,24.51,In-store,Bank Transfer,3
2,62.76,0.17,23.75,In-store,Credit Card,2
43,72.07,0.18,15.23,Online,paypall,5
37,91.9,0.37,14.25,In-store,Bank Transfer,3
48,20.269999999999996,0.19,23.45,Online,Credit Card,1
23,78.84,0.3,12.73,Online,Bank Transfer,4
44,4.850000000000001,0.06,8.65,Online,Credit Card,1
44,21.08,0.48,25.53,Online,paypall,5
49,92.82,0.28,21.93,In-store,paypall,0
27,27.57,0.19,9.82,Online,Bank Transfer,4
27,58.81,0.15,21.53,Online,Bank Transfer,4
37,58.77,0.16,11.88,Online,Credit Card,1
24,34.58,0.33,16.03,In-store,Credit Card,2
27,51.32,0.29,28.65,Online,Credit Card,1
31,33.51,0.14,25.08,Online,paypall,5
30,58.62,0.03,6.41,In-store,paypall,0
1,96.58,0.08000000000000002,5.690000000000001,In-store,Bank Transfer,3
40,53.02,0.49,14.48,Online,paypall,5
32,42.93,0.37,20.16,In-store,Bank Transfer,3
15,17.15,0.03,22.65,In-store,Bank Transfer,3
24,57.29,0.34,6.800000000000001,In-store,paypall,0
11,13.839999999999996,0.48,23.11,Online,Credit Card,1
43,70.43,0.29,14.27,In-store,Bank Transfer,3
38,63.8,0.25,16.93,In-store,Bank Transfer,3
48,55.24,0.49,23.04,Online,Bank Transfer,4
30,40.43,0.15,27.82,In-store,Bank Transfer,3
18,46.47,0.32,25.37,Online,Credit Card,1
47,53.22,0.39,16.02,In-store,Bank Transfer,3
33,22.95,0.37,20.34,In-store,paypall,0
42,31.6,0.14,8.86,Online,Credit Card,1
3,85.31,0.23,20.19,Online,paypall,5
2,7.689999999999998,0.09,29.35,Online,Bank Transfer,4
11,79.8,0.04000000000000001,11.81,Online,Credit Card,1
21,38.27,0.13,23.58,Online,Credit Card,1
23,40.58,0.07,25.86,Online,Credit Card,1
1,38.1,0.08000000000000002,22.71,In-store,Credit Card,2
7,60.41,0.23,17.1,Online,paypall,5
47,46.37,0.2,9.01,Online,paypall,5
17,12.910000000000004,0.4,18.43,In-store,Bank Transfer,3
35,94.29,0.03,13.13,Online,Credit Card,1
16,78.8,0.19,21.81,In-store,Bank Transfer,3
3,48.6,0.08000000000000002,14.11,In-store,Bank Transfer,3
12,16.72,0.33,16.12,In-store,Bank Transfer,3
22,93.52,0.31,27.82,Online,Bank Transfer,4
20,18.61,0.08000000000000002,22.24,In-store,paypall,0
33,16.270000000000003,0.44,9.75,In-store,paypall,0
7,19.2,0.13,6.890000000000001,In-store,Bank Transfer,3
37,10.100000000000001,0.0,16.45,In-store,paypall,0
7,17.339999999999996,0.36,12.76,Online,Bank Transfer,4
23,64.68,0.38,19.85,Online,paypall,5
1,21.81,0.37,15.86,In-store,Bank Transfer,3
41,45.06,0.44,25.09,Online,Credit Card,1
12,55.22,0.12,22.76,Online,Bank Transfer,4
33,68.92,0.4,5.02,Online,paypall,5
15,18.199999999999996,0.15,28.26,Online,paypall,5
27,52.3,0.3,23.74,Online,paypall,5
16,96.46,0.04000000000000001,6.77,In-store,Credit Card,2
15,45.28,0.17,26.03,Online,Bank Transfer,4
49,62.56,0.44,29.99,Online,paypall,5
24,98.49,0.15,13.76,Online,Credit Card,1
45,45.16,0.36,6.780000000000001,In-store,paypall,0
44,47.43,0.48,18.41,In-store,paypall,0
33,74.37,0.26,10.3,In-store,paypall,0
14,36.7,0.09,8.22,Online,paypall,5
11,18.36,0.08000000000000002,15.31,In-store,Bank Transfer,3
26,11.479999999999997,0.04000000000000001,13.9,In-store,paypall,0
12,74.7,0.08000000000000002,27.85,In-store,paypall,0
34,49.81,0.34,14.26,In-store,Bank Transfer,3
37,32.77,0.46,13.38,In-store,Credit Card,2
37,12.869999999999997,0.34,16.49,In-store,Credit Card,2
41,93.94,0.08000000000000002,18.49,In-store,paypall,0
27,12.61,0.18,21.91,Online,paypall,5
16,98.74,0.27,18.71,In-store,paypall,0
12,82.8,0.18,27.26,Online,Credit Card,1
47,39.84,0.12,16.83,In-store,paypall,0
29,21.12,0.10999999999999999,14.0,Online,Bank Transfer,4
2,17.660000000000004,0.39,11.22,In-store,Bank Transfer,3
6,79.52,0.21,5.99,Online,Credit Card,1
10,35.35,0.07,27.69,In-store,paypall,0
33,31.43,0.41,14.87,In-store,Credit Card,2
2,54.94,0.010000000000000009,9.31,In-store,Bank Transfer,3
18,57.89,0.18,9.79,In-store,Credit Card,2
49,24.04,0.10999999999999999,16.52,In-store,Bank Transfer,3
16,88.68,0.35,25.85,In-store,paypall,0
6,93.45,0.4,26.35,Online,Bank Transfer,4
14,65.72,0.46,17.99,In-store,Bank Transfer,3
3,40.22,0.23,28.16,Online,Credit Card,1
41,20.0,0.07,13.48,Online,Credit Card,1
8,41.83,0.10999999999999999,6.17,Online,paypall,5
46,52.57,0.32,18.19,In-store,paypall,0
19,40.96,0.2,13.82,In-store,Credit Card,2
47,44.85,0.14,21.05,Online,Bank Transfer,4
43,35.14,0.10999999999999999,11.4,In-store,paypall,0
2,6.869999999999997,0.12,22.51,Online,Credit Card,1
37,87.77,0.44,24.29,In-store,paypall,0
37,95.64,0.49,11.42,In-store,paypall,0
3,72.47,0.42,29.8,In-store,paypall,0
44,22.73,0.44,12.39,In-store,Credit Card,2
34,67.17,0.1,24.17,Online,Credit Card,1
34,87.26,0.04000000000000001,28.17,Online,Bank Transfer,4
44,70.44,0.12,21.54,In-store,Credit Card,2
37,76.15,0.22,27.21,In-store,Credit Card,2
48,31.87,0.48,9.95,In-store,paypall,0
44,79.08,0.17,16.55,Online,Credit Card,1
33,18.75,0.47,7.27,In-store,Credit Card,2
22,70.56,0.01999999999999999,12.03,Online,Bank Transfer,4
47,23.62,0.25,27.83,In-store,paypall,0
1,61.4,0.4,9.39,In-store,paypall,0
45,40.09,0.33,23.11,In-store,Credit Card,2
48,59.47,0.17,26.68,Online,paypall,5
19,28.23,0.04999999999999999,27.37,In-store,paypall,0
42,96.73,0.35,11.21,In-store,Credit Card,2
37,83.19,0.18,6.359999999999999,Online,paypall,5
15,74.6,0.25,19.19,Online,Credit Card,1
16,81.31,0.13,14.91,Online,paypall,5
